title,label,label_name,topic,word_count,group,term,count,density_per_1000
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,selbstverständlich,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,offensichtlich,1,0.23696682464454977
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,eindeutig,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,zweifellos,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,es versteht sich von selbst,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,unnötig zu sagen,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,es ist wichtig zu beachten,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,es ist erwähnenswert,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,interessanterweise,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,bemerkenswerterweise,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,bedeutend,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,signifikant,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,legendär,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,bahnbrechend,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,revolutionär,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,weltklasse,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,einzigartig,0,0.0
Evolutionärer Humanismus,0,contested,culture,4220,evaluative_puffery,innovativ,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,einige menschen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,manche menschen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,viele menschen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,experten sagen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,experten behaupten,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,es heißt,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,es wird gesagt,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,es wird behauptet,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,es wurde vorgeschlagen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,es wird oft gesagt,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,es wird berichtet,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,es wird argumentiert,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,es wird angenommen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,forscher sagen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,wissenschaftler sagen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,historiker sagen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,kritiker sagen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,studien zeigen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,forschungen zeigen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,laut einigen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,einige argumentieren,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,einige glauben,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,es gilt als,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_attribution,man nimmt an,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,viele,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,die meisten,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,mehrere,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,eine reihe von,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,eine mehrheit von,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,zahlreich,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,zahlreiche,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,zahlreichen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,zahlreicher,1,0.2613695765812859
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,zahlreiches,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,verschieden,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,verschiedene,1,0.2613695765812859
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,verschiedenen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,verschiedener,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,bestimmte,1,0.2613695765812859
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,einige,0,0.0
Ästhetische Theorie,1,stable,culture,3826,vague_quantifier,wenige,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,natürlich,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,selbstverständlich,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,offensichtlich,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,eindeutig,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,zweifellos,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,es versteht sich von selbst,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,unnötig zu sagen,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,es ist wichtig zu beachten,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,es ist erwähnenswert,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,interessanterweise,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,bemerkenswerterweise,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,bedeutend,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,signifikant,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,legendär,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,bahnbrechend,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,revolutionär,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,weltklasse,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,einzigartig,0,0.0
Ästhetische Theorie,1,stable,culture,3826,evaluative_puffery,innovativ,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,einige menschen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,manche menschen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,viele menschen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,experten sagen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,experten behaupten,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,es heißt,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,es wird gesagt,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,es wird behauptet,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,es wurde vorgeschlagen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,es wird oft gesagt,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,es wird berichtet,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,es wird argumentiert,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,es wird angenommen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,forscher sagen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,wissenschaftler sagen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,historiker sagen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,kritiker sagen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,studien zeigen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,forschungen zeigen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,laut einigen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,einige argumentieren,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,einige glauben,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,es gilt als,0,0.0
Franz Eibel,0,contested,geography,2499,vague_attribution,man nimmt an,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,viele,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,die meisten,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,mehrere,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,eine reihe von,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,eine mehrheit von,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,zahlreich,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,zahlreiche,1,0.4001600640256103
Franz Eibel,0,contested,geography,2499,vague_quantifier,zahlreichen,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,zahlreicher,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,zahlreiches,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,verschieden,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,verschiedene,1,0.4001600640256103
Franz Eibel,0,contested,geography,2499,vague_quantifier,verschiedenen,2,0.8003201280512205
Franz Eibel,0,contested,geography,2499,vague_quantifier,verschiedener,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,bestimmte,0,0.0
Franz Eibel,0,contested,geography,2499,vague_quantifier,einige,1,0.4001600640256103
Franz Eibel,0,contested,geography,2499,vague_quantifier,wenige,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,natürlich,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,selbstverständlich,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,offensichtlich,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,eindeutig,1,0.4001600640256103
Franz Eibel,0,contested,geography,2499,evaluative_puffery,zweifellos,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,es versteht sich von selbst,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,unnötig zu sagen,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,es ist wichtig zu beachten,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,es ist erwähnenswert,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,interessanterweise,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,bemerkenswerterweise,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,bedeutend,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,signifikant,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,legendär,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,bahnbrechend,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,revolutionär,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,weltklasse,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,einzigartig,0,0.0
Franz Eibel,0,contested,geography,2499,evaluative_puffery,innovativ,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,einige menschen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,manche menschen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,viele menschen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,experten sagen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,experten behaupten,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,es heißt,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,es wird gesagt,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,es wird behauptet,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,es wurde vorgeschlagen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,es wird oft gesagt,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,es wird berichtet,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,es wird argumentiert,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,es wird angenommen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,forscher sagen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,wissenschaftler sagen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,historiker sagen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,kritiker sagen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,studien zeigen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,forschungen zeigen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,laut einigen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,einige argumentieren,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,einige glauben,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,es gilt als,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_attribution,man nimmt an,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,viele,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,die meisten,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,mehrere,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,eine reihe von,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,eine mehrheit von,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,zahlreich,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,zahlreiche,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,zahlreichen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,zahlreicher,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,zahlreiches,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,verschieden,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,verschiedene,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,verschiedenen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,verschiedener,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,bestimmte,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,einige,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,vague_quantifier,wenige,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,natürlich,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,selbstverständlich,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,offensichtlich,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,eindeutig,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,zweifellos,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,es versteht sich von selbst,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,unnötig zu sagen,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,es ist wichtig zu beachten,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,es ist erwähnenswert,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,interessanterweise,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,bemerkenswerterweise,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,bedeutend,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,signifikant,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,legendär,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,bahnbrechend,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,revolutionär,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,weltklasse,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,einzigartig,0,0.0
Wieladingen (Adelsgeschlecht),1,stable,geography,2128,evaluative_puffery,innovativ,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,einige menschen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,manche menschen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,viele menschen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,experten sagen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,experten behaupten,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,es heißt,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,es wird gesagt,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,es wird behauptet,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,es wurde vorgeschlagen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,es wird oft gesagt,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,es wird berichtet,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,es wird argumentiert,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,es wird angenommen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,forscher sagen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,wissenschaftler sagen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,historiker sagen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,kritiker sagen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,studien zeigen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,forschungen zeigen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,laut einigen,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,einige argumentieren,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,einige glauben,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,es gilt als,0,0.0
Fluglärm,0,contested,science,8782,vague_attribution,man nimmt an,0,0.0
Fluglärm,0,contested,science,8782,vague_quantifier,viele,4,0.4554771122751082
Fluglärm,0,contested,science,8782,vague_quantifier,die meisten,1,0.11386927806877704
Fluglärm,0,contested,science,8782,vague_quantifier,mehrere,2,0.2277385561375541
Fluglärm,0,contested,science,8782,vague_quantifier,eine reihe von,0,0.0
Fluglärm,0,contested,science,8782,vague_quantifier,eine mehrheit von,0,0.0
Fluglärm,0,contested,science,8782,vague_quantifier,zahlreich,0,0.0
Fluglärm,0,contested,science,8782,vague_quantifier,zahlreiche,0,0.0
Fluglärm,0,contested,science,8782,vague_quantifier,zahlreichen,0,0.0
Fluglärm,0,contested,science,8782,vague_quantifier,zahlreicher,0,0.0
Fluglärm,0,contested,science,8782,vague_quantifier,zahlreiches,0,0.0
Fluglärm,0,contested,science,8782,vague_quantifier,verschieden,1,0.11386927806877704
Fluglärm,0,contested,science,8782,vague_quantifier,verschiedene,8,0.9109542245502164
Fluglärm,0,contested,science,8782,vague_quantifier,verschiedenen,1,0.11386927806877704
Fluglärm,0,contested,science,8782,vague_quantifier,verschiedener,0,0.0
Fluglärm,0,contested,science,8782,vague_quantifier,bestimmte,5,0.5693463903438852
Fluglärm,0,contested,science,8782,vague_quantifier,einige,6,0.6832156684126622
Fluglärm,0,contested,science,8782,vague_quantifier,wenige,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,natürlich,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,selbstverständlich,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,offensichtlich,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,eindeutig,1,0.11386927806877704
Fluglärm,0,contested,science,8782,evaluative_puffery,zweifellos,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,es versteht sich von selbst,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,unnötig zu sagen,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,es ist wichtig zu beachten,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,es ist erwähnenswert,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,interessanterweise,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,bemerkenswerterweise,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,bedeutend,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,signifikant,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,legendär,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,bahnbrechend,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,revolutionär,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,weltklasse,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,einzigartig,0,0.0
Fluglärm,0,contested,science,8782,evaluative_puffery,innovativ,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,einige menschen,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,manche menschen,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,viele menschen,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,experten sagen,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,experten behaupten,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,es heißt,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,es wird gesagt,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,es wird behauptet,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,es wurde vorgeschlagen,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,es wird oft gesagt,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,es wird berichtet,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,es wird argumentiert,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,es wird angenommen,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,forscher sagen,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,wissenschaftler sagen,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,historiker sagen,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,kritiker sagen,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,studien zeigen,0,0.0
Spezielle Relativitätstheorie,1,stable,science,7138,vague_attribution,forschungen zeigen,0,0.0
